,logFC,betweenness,pagerank,closeness,katz,hits_authority,hits_hub,eigenvector,eigentrust,inf_score
SLC39A8,1.74611603334597,,,,,,,,,2.74611603334597
TRBV7-9,1.74450380233953,,,,,,,,,2.74450380233953
KLRF1,1.74448902952831,,,,,,,,,2.74448902952831
SPDYC,1.7444046367743897,,,,,,,,,2.74440463677439
ARNTL2,1.74406304610884,,,,,,,,,2.74406304610884
CASP8,1.74387480522798,,,,,,,,,2.74387480522798
CSTB,1.7436079226020602,,,,,,,,,2.7436079226020604
ACTG1P15,1.7431915997326202,,,,,,,,,2.7431915997326204
PTCHD3P1,1.7426569673188799,,,,,,,,,2.74265696731888
HIST2H4A,1.7405147270373003,,,,,,,,,2.7405147270373003
GAPDHP38,1.7404938619557602,,,,,,,,,2.74049386195576
UNC5B,1.74018799748279,,,,,,,,,2.7401879974827903
EPHB4,1.73919062462883,,,,,,,,,2.7391906246288302
MYC,1.7391424591556799,,,,,,,,,2.73914245915568
MYOD1,1.73900792254198,,,,,,,,,2.7390079225419797
LYPD3,1.7387234648520902,,,,,,,,,2.7387234648520904
CYP24A1,1.7378875078610603,,,,,,,,,2.7378875078610605
STX10,1.73770122193223,,,,,,,,,2.7377012219322303
RP11-114M1.3,1.73756151109461,,,,,,,,,2.73756151109461
LRRC29,1.73683877783795,,,,,,,,,2.73683877783795
RPSAP9,1.7365635618704298,,,,,,,,,2.7365635618704296
PBXIP1,1.73555922751982,,,,,,,,,2.73555922751982
TEC,1.73520387682057,,,,,,,,,2.73520387682057
RCN1P2,1.7339932791882802,,,,,,,,,2.7339932791882804
LBH,1.73381659076733,,,,,,,,,2.73381659076733
RP11-395C17.1,1.7332304036973198,,,,,,,,,2.73323040369732
AP5Z1,1.7315832297692,,,,,,,,,2.7315832297691998
HRAS,1.73108638194989,,,,,,,,,2.73108638194989
RPS2P5,1.7309473793526298,,,,,,,,,2.7309473793526298
LAMP2,1.73086864075821,,,,,,,,,2.73086864075821
ACOT9,1.73075781019606,,,,,,,,,2.73075781019606
PCSK9,1.7307564910270101,,,,,,,,,2.73075649102701
RP11-61L23.2,1.7306286864258102,,,,,,,,,2.7306286864258102
FERMT2,1.7300572715616398,,,,,,,,,2.73005727156164
SCGB3A2,1.72992736980769,,,,,,,,,2.7299273698076902
RP11-270F18.2,1.72930548867575,,,,,,,,,2.7293054886757497
UBALD1,1.7292120206050199,,,,,,,,,2.72921202060502
GABRP,1.7291500326216103,,,,,,,,,2.72915003262161
CD70,1.7291044120780101,,,,,,,,,2.7291044120780104
CNIH3,1.7282332405046699,,,,,,,,,2.72823324050467
DMPK,1.7271656516933,,,,,,,,,2.7271656516933
ABHD16B,1.7271284760172299,,,,,,,,,2.7271284760172296
