,logFC,betweenness,pagerank,closeness,katz,hits_authority,hits_hub,eigenvector,eigentrust
BTG2,-0.5705672985615619,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
FAM110D,-0.5705508176877219,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
SOSTDC1,-0.5697026665788542,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
HSD17B8,-0.5694694236290624,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
OR6C70,-0.5690683572768418,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
CPAMD8,-0.5689693924269201,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
HSD3BP3,-0.5689165554077652,,,,,,,,
DUSP19,-0.5689091393577492,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
ZBTB7C,-0.5684171749274507,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
AC005779.2,-0.5683968293199397,,,,,,,,
RP11-644F5.17,-0.5682380415976722,,,,,,,,
NAT8,-0.5678490670481183,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
KLHL24,-0.5675800297365514,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
MPP3,-0.566660521913814,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
HDAC1P2,-0.5663969687637377,,,,,,,,
RSL24D1P11,-0.5663881843548524,,,,,,,,
CFC1B,-0.566269883419807,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
ZNF550,-0.5655444689573692,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
TACC1P1,-0.5652796742380608,,,,,,,,
MTCYBP2,-0.5652516331285128,,,,,,,,
CLRN3,-0.5651997499978987,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RP11-119H12.4,-0.5651113048379175,,,,,,,,
LAMA2,-0.5648457644331063,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
HINT1P2,-0.5639490705112247,,,,,,,,
INSRR,-0.5639275948264,-0.1636552691787419,1.4639666306606494,1.6804360062726607,0.1403194613380425,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,1.0719774416434267
PRSS50,-0.5636962316552282,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RP11-353N4.5,-0.5635363589361289,,,,,,,,
TRIM50,-0.5635062542841762,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
LIPE,-0.5632997913540397,-0.1636552691787419,1.4639666306606494,1.6804360062726607,0.1403194613380425,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,1.0719774416434267
LA16C-306E5.2,-0.5627728646040929,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
FIGLA,-0.5627343958645018,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
GBX1,-0.5626759115605938,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
CACNA1C,-0.5623137305539508,-0.15684562742016153,1.7958927054531508,0.5768335405358885,0.41879917150861745,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,2.252205815699966
AC005255.5,-0.5621906266795873,,,,,,,,
ISOC1,-0.5619525940584305,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
GAPDHP33,-0.5618344092299203,,,,,,,,
AC136612.1,-0.5617588652805554,,,,,,,,
DUSP8,-0.5616112255282463,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
FHL2,-0.560935352552316,4.8937900022326755,1.9070064031879173,-0.8156592128419595,0.7004883920646798,-0.11238998901432085,-0.11238998901432085,-0.11238993390820859,0.664541013414961
RP11-511B23.4,-0.5605824376700268,,,,,,,,
RPL12P22,-0.5605068304151397,,,,,,,,
HRASLS,-0.5602113552815836,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
AMMECR1LP1,-0.5598113654437754,,,,,,,,
TCEB1P28,-0.5596940345144223,,,,,,,,
TP53TG3B,-0.5596006059044425,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
ZNRD1ASP,-0.5595985888287022,,,,,,,,
DDI1,-0.5591632155644711,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
CPEB4,-0.5585717095450277,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
POMC,-0.5584963811438328,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
PRLH,-0.5583754351028393,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
SIGLEC16,-0.5576349551551206,,,,,,,,
HMGN2P28,-0.5575999694409187,,,,,,,,
RPSAP33,-0.5575779592662594,,,,,,,,
GJA9,-0.5574110256575897,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RP11-718M20.5,-0.5569895269982738,,,,,,,,
GFRA2,-0.556391003960699,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RNF103,-0.5563541796518805,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
ACOT11,-0.5562233113086024,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
AC016909.2,-0.5561974476185101,,,,,,,,
RP11-629O1.4,-0.5561173313178156,,,,,,,,
NOXA1,-0.5560379867961033,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
SSX7,-0.5557812335744929,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RP1-107N3.1,-0.5555838138908553,,,,,,,,
OR52B5P,-0.5553583608429717,,,,,,,,
HNRNPA1P31,-0.5552955418954081,,,,,,,,
NDUFV2P1,-0.5552579082331587,,,,,,,,
RP11-420K14.1,-0.5552381122818957,,,,,,,,
ADGRF5P2,-0.5551966589838413,,,,,,,,
CYP39A1,-0.5551846394049934,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
GRK1,-0.5550292130981141,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
R3HDM2,-0.5548737483530709,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
LINC01057,-0.5548235450852441,,,,,,,,
HNRNPA1P66,-0.5547691307255143,,,,,,,,
MTAPP1,-0.5545586326657508,,,,,,,,
ZNF883,-0.5542095033280525,,,,,,,,
AC104451.2,-0.5541319377394663,,,,,,,,
MACROD1,-0.5541218516874707,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
C7ORF62,-0.5541092095706653,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
AC121251.1,-0.5540239861791281,,,,,,,,
PPFIA4,-0.5537603588294502,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
TRAV22,-0.5533640547633466,,,,,,,,
KAT2B,-0.553308587599862,2.1902108987038686,4.151994712580891,-0.9816640974959934,1.2359428171688382,-0.11239015382047303,-0.11239015382047303,-0.11239018570437492,1.3490617762766242
OR52N1,-0.5531671693557666,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
SLC25A30,-0.5529670701753253,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RP11-384L8.2,-0.5529670624993366,,,,,,,,
DPP3P1,-0.5524295720815229,,,,,,,,
PROK1,-0.5524252103140217,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
MAST4,-0.5523999804878632,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
OR10R2,-0.5523835953541175,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RP11-325O24.5,-0.5523499124028727,,,,,,,,
RAP1GAP2,-0.5518445314460517,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
MCRIP2,-0.5515582792220026,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
FRY,-0.551407004405879,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
ADRA2B,-0.5512995059427583,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RP11-23J9.6,-0.5511761405485092,,,,,,,,
IL2RG,-0.5508572931578429,-0.1636552691787419,1.4639666306606494,1.6804360062726607,0.1403194613380425,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,1.0719774416434267
DNAJC19P8,-0.5505947016638748,,,,,,,,
KIF21A,-0.5505680288501263,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
PLB1,-0.5505530592730663,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
PTGES3L,-0.5505376592247678,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
COL4A4,-0.5504850874186408,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RHCG,-0.5501067440135681,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
AL354822.1,-0.5499633560384097,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
CTD-2290C23.2,-0.5495329930288273,,,,,,,,
OR52T1P,-0.5494420952531088,,,,,,,,
YES1P1,-0.5493440808406354,,,,,,,,
HMGN2P38,-0.5493381245859212,,,,,,,,
FDX1P2,-0.5492297108624897,,,,,,,,
VTCN1,-0.5491915228043578,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
C1DP5,-0.5489561083401016,,,,,,,,
SNX18P3,-0.5489513468858833,,,,,,,,
FGF10,-0.5483176293352506,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
FNDC9,-0.5482861986814148,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
AHSP,-0.5482101445067843,-0.1636552691787419,0.49133342006241204,-0.874086419021869,0.44991771786929613,-0.11181210929638404,-0.11181210929638404,-0.11181210738807558,0.95679959506705
SEPT14P2,-0.5479712606257237,,,,,,,,
OGDH,-0.5476843444813718,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
HEMGN,-0.5476130130729222,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
SNRPGP4,-0.5474698495541233,,,,,,,,
VWA3A,-0.5471708779199673,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
CXORF58,-0.5468406899418035,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
GPAA1P1,-0.5468107680139042,,,,,,,,
KRT20,-0.5467763857038113,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RP11-795F19.5,-0.5466209414052736,,,,,,,,
C1ORF115,-0.5463809140375987,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
TAC1,-0.5462021625306528,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
TDH,-0.5461827623240433,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
SFMBT2,-0.5460746735875432,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
PACSIN1,-0.5460335054903978,-0.1636552691787419,0.9657903494124724,-0.8757483520190317,0.41910711262164557,-0.11238994352174285,-0.11238994352174285,-0.11238985318816143,0.9459464912391555
PPP1R16B,-0.5458364224101213,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
FABP5P7,-0.5457900444148548,,,,,,,,
MT-ND1,-0.5457536713988479,-0.1636552691787419,1.4639666306606494,1.6804360062726607,0.9850483873197511,-0.11239015382942086,-0.11239015382942086,-0.11239018571748602,1.092821009934863
RP1-27C22.1,-0.5456620578043695,,,,,,,,
GDF7,-0.5455769171088253,-0.1636552691787419,0.7889699132013691,0.20896605195696447,0.14305017410058757,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,0.6622236272048838
RP5-1166A24.1,-0.5455252769241913,,,,,,,,
AC006548.19,-0.5453912944072534,,,,,,,,
LCP1,-0.5450288896142157,-0.1636552691787419,0.19316746185297326,-0.8423630787493365,0.14639913331381915,-0.11238918520371473,-0.11238918520371473,-0.1123889547887801,-0.07347004688434847
RP11-241F15.3,-0.54476214101927,,,,,,,,
ADAMTS17,-0.544358939941614,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
MKRN5P,-0.5442025238073304,,,,,,,,
MYO5BP2,-0.5433426977283486,,,,,,,,
MTND4P35,-0.5431764021816554,,,,,,,,
MUC20P1,-0.5430595391803292,,,,,,,,
CSNK2A3,-0.5430358409069868,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RP11-490D19.8,-0.5429039803452841,,,,,,,,
CAPN9,-0.5427662882967151,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
OR13C6P,-0.5426986544125422,,,,,,,,
SBF1P1,-0.5426835228502647,,,,,,,,
SDHAP1,-0.5423498785770261,,,,,,,,
CASP8AP2,-0.5421053832714244,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
TAS2R39,-0.5420833071035112,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
PON3,-0.5419632098351709,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
SYNE2,-0.5416245471484568,-0.1636552691787419,0.08428341162706053,-0.8191037058935955,0.16276905003525088,-0.11238895706210485,-0.11238895706210485,-0.11238847434904718,-0.04633728731452102
GAD2,-0.5414637217078014,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RP11-277P12.6,-0.5414431118788866,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
STAB1,-0.5411873652716808,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RP11-294C11.3,-0.5409919521920163,,,,,,,,
PNPLA7,-0.5404838328454401,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RP11-204M4.1,-0.5404558467739774,,,,,,,,
FOLH1,-0.5401169449817795,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
VIPR1,-0.5400659146139296,-0.15798056771325825,2.500008103970574,0.8395960323779769,0.689276325530816,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,1.8870388113936811
ANO1,-0.5396907064948097,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
CYP4A27P,-0.5396281923906452,,,,,,,,
MT1XP1,-0.5394398948901475,,,,,,,,
AC096775.2,-0.5391371639351026,,,,,,,,
MT-CO1,-0.5391066739844933,-0.1636552691787419,0.8350079660480598,0.4542110443429136,0.717763834487423,-0.11239015130527617,-0.11239015130527617,-0.11239017814210663,0.7330048464540908
IGHVII-30-43,-0.5388778615512237,,,,,,,,
TPST2P1,-0.538556219898519,,,,,,,,
RP11-535N6.2,-0.5385538745504596,,,,,,,,
OSTN,-0.538533975719474,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
B3GALNT1,-0.5385179786308979,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RPL7P18,-0.53848421188671,,,,,,,,
TMC8,-0.5384576128631089,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
GRASP,-0.5384277919766653,-0.1636552691787419,1.4639666306606494,1.6804360062726607,0.1403194613380425,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,1.0719774416434267
RNF208,-0.5381352297734189,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
BDH1,-0.5380853559967596,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RP11-712L6.8,-0.5377108255952516,,,,,,,,
FAM198B,-0.5376034042371532,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
KCNA4,-0.5373033160932154,-0.1636552691787419,0.5923040021434933,0.20896605195696447,0.15116444822196337,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,0.9761884811242645
GHRL,-0.5372855838154174,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
NMUR2,-0.5370604622114376,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
OR13C1P,-0.5368418201110303,,,,,,,,
NR4A3,-0.5367610577203985,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
CTSE,-0.536718387071597,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RPL23AP87,-0.536707301069574,,,,,,,,
RP11-550C4.4,-0.5365716867096776,,,,,,,,
UCN,-0.5365058565239552,-0.1636552691787419,1.4639666306606494,1.6804360062726607,0.1403194613380425,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,1.0719774416434267
NIPA2P1,-0.5362249410444725,,,,,,,,
TCTEX1D1,-0.5356557127808425,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RP11-289K10.1,-0.5354400328145266,,,,,,,,
AKTIP,-0.5354088895938707,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RPL7L1P9,-0.5353758380327961,,,,,,,,
RASGEF1B,-0.5353195141872971,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
CXCL9,-0.5350415073426454,-0.1636552691787419,1.4639666306606494,1.6804360062726607,0.1403194613380425,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,1.0719774416434267
HNRNPDLP4,-0.5349953092101833,,,,,,,,
IGHV1-58,-0.5349237950757768,,,,,,,,
DDX39B,-0.5345358984467629,0.07922195354395749,0.6958203140425412,-1.0027616690435637,0.43417432756765845,1.5828541218533942,1.5828541218533942,1.5828540958337418,0.5986471687453148
RAPGEF4,-0.5342426668085039,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RP11-445N18.3,-0.534014237983895,,,,,,,,
LYL1,-0.5335985458155682,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RP11-261B23.2,-0.5333524850580317,,,,,,,,
SLC25A6P5,-0.533229056424871,,,,,,,,
BPIFB4,-0.5328622066476444,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RRM2P3,-0.5328249702277882,,,,,,,,
GRB14,-0.5325923996426613,-0.1636552691787419,0.27004555054593915,-0.8384207385814196,0.15147267527426173,-0.11238999677775578,-0.11238999677775578,-0.11238994772338143,0.00017601480518595927
AC002429.5,-0.5325758093123201,,,,,,,,
OR7E101P,-0.5323369047095412,,,,,,,,
RP11-389C8.1,-0.5321347790414519,,,,,,,,
ACY3,-0.531817853683038,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
MUC16,-0.5317967969241436,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
OTOGL,-0.5317744360482586,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RP11-351O1.3,-0.5316749171504221,,,,,,,,
ZNF33CP,-0.5314149368307219,,,,,,,,
RP11-524L6.2,-0.5313576924380701,,,,,,,,
GSN,-0.5312184757249494,0.2566473150689337,2.658517112640537,-0.7742847045533695,1.3006521862034457,-0.11238275623508011,-0.11238275623508011,-0.11238075936131912,2.4390234892816363
FN3K,-0.5310367370390264,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
HID1,-0.5309361749163377,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
WBSCR17,-0.530644029684181,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RPL7L1P2,-0.5304887007141103,,,,,,,,
COL19A1,-0.5303223538864021,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
NDUFB5P1,-0.5302757724634544,,,,,,,,
RP4-597J3.1,-0.5301187868800848,,,,,,,,
CEACAMP5,-0.5300000985037363,,,,,,,,
RP5-1049N15.2,-0.5299164033622678,,,,,,,,
RP11-252A24.8,-0.5299071205481108,,,,,,,,
MTND2P19,-0.5298603807434031,,,,,,,,
CCDC183,-0.5298171663254313,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
AC002542.2,-0.5296369252621497,,,,,,,,
SLC22A3,-0.5295780260786891,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
MERTK,-0.5295421694329018,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RPL21P32,-0.5295211040712305,,,,,,,,
CNGB3,-0.5293408233650424,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
