,Unnamed: 0.1,id_folder,dict_additive_factor,dict_multiplication_factor,average_statistic,average_p_value,mean_synergy,mean_not_synergy,dif_mean,description
20,20,20,"{'logFC': 1, 'betweenness': 1, 'pagerank': 1, 'closeness': 1, 'katz': 1, 'eigenvector': 1, 'eigentrust': 1}","{'logFC': 4.215427840022498, 'betweenness': 1.0258329432804307, 'pagerank': 9.176816358278193, 'closeness': 6.554304222586515, 'katz': 8.97347889379697, 'eigenvector': 5.743522920318483, 'eigentrust': 3.9398041159488653}",0.030973932425453262,1.197803054924004e-08,0.7874678092012195,0.7918834824162024,0.004415673214982929,bayes_7_metrics_alpha_00001
21,21,21,"{'logFC': 1, 'betweenness': 1, 'pagerank': 1, 'closeness': 1, 'katz': 1, 'eigenvector': 1, 'eigentrust': 1}","{'logFC': 2.551064575107957, 'betweenness': 6.6102410421262245, 'pagerank': 2.2342217466599, 'closeness': 1.1423911856190065, 'katz': 9.975905654063325, 'eigenvector': 7.218072257652316, 'eigentrust': 9.364935103693853}",0.031191388730327018,1.5452373543817696e-09,0.7885903400216588,0.7943949903413607,0.0058046503197018975,bayes_7_metrics_alpha_00001
22,22,22,"{'logFC': 1, 'betweenness': 1, 'pagerank': 1, 'closeness': 1, 'katz': 1, 'eigenvector': 1, 'eigentrust': 1}","{'logFC': 9.30722081991835, 'betweenness': 9.393359167334472, 'pagerank': 7.403722827656246, 'closeness': 7.271363453409101, 'katz': 7.784885696151218, 'eigenvector': 7.799167473422197, 'eigentrust': 1.5940015544985624}",0.03024001739650443,5.8232787183439276e-08,0.7689338480840119,0.7746838259387883,0.005749977854776378,bayes_7_metrics_alpha_00001
23,23,23,"{'logFC': 1, 'betweenness': 1, 'pagerank': 1, 'closeness': 1, 'katz': 1, 'eigenvector': 1, 'eigentrust': 1}","{'logFC': 8.740251538145992, 'betweenness': 2.1184386577494823, 'pagerank': 5.849479579074876, 'closeness': 1.1789212045581603, 'katz': 3.215899608427413, 'eigenvector': 1.2547583921871515, 'eigentrust': 1.2358988818994736}",0.0455435048519938,4.3100073972554116e-19,0.8451276763336922,0.8485553425536334,0.0034276662199411727,bayes_7_metrics_alpha_00001
24,24,24,"{'logFC': 1, 'betweenness': 1, 'pagerank': 1, 'closeness': 1, 'katz': 1, 'eigenvector': 1, 'eigentrust': 1}","{'logFC': 9.72636173487707, 'betweenness': 5.975397808171893, 'pagerank': 6.04927197330139, 'closeness': 8.57827803123645, 'katz': 6.271833443124591, 'eigenvector': 3.5126531111002555, 'eigentrust': 2.1175598360792005}",0.03430373209383237,1.3691102269654637e-12,0.7770943599814086,0.7827530104706549,0.005658650489246409,bayes_7_metrics_alpha_00001
25,25,25,"{'logFC': 1, 'betweenness': 1, 'pagerank': 1, 'closeness': 1, 'katz': 1, 'eigenvector': 1, 'eigentrust': 1}","{'logFC': 8.771876691034858, 'betweenness': 1.1678256043564872, 'pagerank': 7.724094784634661, 'closeness': 8.205694054125548, 'katz': 4.490745796577546, 'eigenvector': 8.263946760569013, 'eigentrust': 3.096768464569184}",0.029723558672429245,5.985680191830776e-07,0.7896904374726048,0.793550822043318,0.0038603845707131383,bayes_7_metrics_alpha_00001
26,26,26,"{'logFC': 1, 'betweenness': 1, 'pagerank': 1, 'closeness': 1, 'katz': 1, 'eigenvector': 1, 'eigentrust': 1}","{'logFC': 1.9674471619548362, 'betweenness': 6.00616210591377, 'pagerank': 3.0313840474706923, 'closeness': 2.228097030946165, 'katz': 1.4009669069028554, 'eigenvector': 2.092091101666636, 'eigentrust': 1.539259205609905}",0.050626545978417474,2.189332709313003e-24,0.8602559196031906,0.8641035857722867,0.0038476661690961533,bayes_7_metrics_alpha_00001
27,27,27,"{'logFC': 1, 'betweenness': 1, 'pagerank': 1, 'closeness': 1, 'katz': 1, 'eigenvector': 1, 'eigentrust': 1}","{'logFC': 6.112904157279479, 'betweenness': 7.41690082344409, 'pagerank': 2.8296391119489144, 'closeness': 6.037452838487282, 'katz': 9.705486970002449, 'eigenvector': 1.6477685172053809, 'eigentrust': 1.1130038214320428}",0.04423876702275136,1.5535526601840415e-20,0.7962216270555329,0.80184558897311,0.005623961917577081,bayes_7_metrics_alpha_00001
28,28,28,"{'logFC': 1, 'betweenness': 1, 'pagerank': 1, 'closeness': 1, 'katz': 1, 'eigenvector': 1, 'eigentrust': 1}","{'logFC': 8.621459213410319, 'betweenness': 3.270931701132911, 'pagerank': 3.1586298323282755, 'closeness': 7.694432686675836, 'katz': 9.730179901794811, 'eigenvector': 6.23223034545932, 'eigentrust': 2.7588653299838692}",0.029954605996357613,1.9426223590582774e-08,0.7865574310858565,0.7912087871340711,0.004651356048214539,bayes_7_metrics_alpha_00001
29,29,29,"{'logFC': 1, 'betweenness': 1, 'pagerank': 1, 'closeness': 1, 'katz': 1, 'eigenvector': 1, 'eigentrust': 1}","{'logFC': 1.630199293473001, 'betweenness': 5.4439274284185695, 'pagerank': 5.3771059984332865, 'closeness': 6.579601465432418, 'katz': 1.1671858195966855, 'eigenvector': 2.4111225518147585, 'eigentrust': 8.460828095951609}",0.04357280708907554,1.4896564348147078e-20,0.7960795596335407,0.8020413927639977,0.0059618331304569505,bayes_7_metrics_alpha_00001
