,logFC,betweenness,pagerank,closeness,katz,eigenvector,eigentrust
ESPNL,8.30488147374594,0.0018034181583361053,0.0010353961013757104,0.25268817204301075,0.02111647240608492,6.489497938030416e-05,8.455653999592805e-05
EIF2S2P4,8.286903630607341,,,,,,
FAM217A,8.272822268449499,0.0,0.00011204900276387542,,0.019650458452748296,0.0,0.0
SAMD11P1,8.268124468406889,,,,,,
RP11-5N19.3,8.26639770332797,,,,,,
FAM72C,8.25961619149995,0.0,0.00011204900276387542,,0.019650458452748296,0.0,0.0
RP5-979D14.1,8.2573061283939,,,,,,
RPL7P26,8.25653084584814,,,,,,
HIST1H3G,8.25642510969646,9.91320234501967e-05,0.0013052795569926403,0.30495717622631713,0.03585900026258091,0.07960847714948005,0.004393200078980734
HIST1H2AL,8.25635818530342,2.1415571230316928e-05,0.0010472465309019853,0.2821805955811719,0.032198265645449684,0.059832407348584374,0.0031687563363473944
GPR151,8.25511947407428,0.0,0.00019249824067522623,0.2147295321637427,0.0198613838483237,9.907991815196993e-06,8.13043653807e-06
MARCKSL1P1,8.25463681833802,,,,,,
SLC25A14P1,8.237169134625901,,,,,,
TMEM71,8.2353467301651,0.0,0.00011204900276387542,,0.019650458452748296,0.0,0.0
SDHCP3,8.227439735433231,,,,,,
